date,open,high,low,close,month,ret,ret5,sma20,sma50,fast,slow,prior,mom1,gate_pick,gate_forecast,GVZ,gvz_q90_252,gvz_stress,mtd_peak,mtd_trough,mtd_dd,mtd_up,price_emg_down,price_emg_up,macro_score,macro_series,event_down,bocpd_alarm_month,pos,action,reason,evidence,turn,strat_ret,equity,bh_ret,bh_equity,material
2026-01-02,4332.04,4402.35,4309.92,4332.58,2026-01,0.003295240080123163,-0.032763755374675796,4324.4515,4179.45,1,1,1,1,patch,4360.65041761,23.8,24.53,False,4332.58,4332.58,0.0,0.0,False,False,0,,False,False,1,AL,INITIAL_MONTHLY_ANCHOR,ANCHOR_CONFIRMED,1.0,-0.001,0.999,0.003295240080123163,1.0032952400801232,True
2026-01-05,4353.95,4455.64,4344.5,4448.96,2026-01,0.02686159286152834,-0.01785059892004537,4336.478,4185.923400000001,1,0,1,1,patch,4360.65041761,24.25,24.53,False,4448.96,4332.58,0.0,0.02686159286152834,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,0.02686159286152834,1.0258347312686669,0.02686159286152834,1.0302453483390648,True
2026-01-06,4449.46,4497.13,4427.88,4494.66,2026-01,0.010272063583399271,0.03768980539824218,4351.286,4193.573399999999,1,0,1,1,patch,4360.65041761,24.82,24.53,True,4494.66,4332.58,0.0,0.03740958043475251,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.010272063583399271,1.0363721708543179,0.010272063583399271,1.040828094063705,True
2026-01-07,4495.9,4500.42,4423.45,4455.37,2026-01,-0.00874148433919364,0.026923679746275075,4364.5289999999995,4203.0348,1,0,1,1,patch,4360.65041761,24.13,24.53,False,4494.66,4332.58,-0.00874148433919364,0.028341080834052734,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.00874148433919364,1.0273127397532187,-0.00874148433919364,1.0317297115796542,True
2026-01-08,4460.48,4479.48,4407.69,4477.24,2026-01,0.0049086832294511495,0.03679414591221164,4377.968,4213.5416000000005,1,0,1,1,patch,4360.65041761,24.07,24.53,False,4494.66,4332.58,-0.003875710287318701,0.03338888145169849,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.0049086832294511495,1.0323554925702467,0.0049086832294511495,1.0367941459122116,True
2026-01-09,4482.5,4517.16,4452.99,4509.1,2026-01,0.007115991101660946,0.040742467536664106,4391.9995,4225.149600000001,1,0,1,1,patch,4360.65041761,23.43,24.53,False,4509.1,4332.58,0.0,0.040742467536664106,False,True,0,UNRATE;PAYEMS;CES0500000003,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.007115991101660946,1.0397017250691274,0.007115991101660946,1.0441719638287772,True
2026-01-12,4519.29,4630.05,4513.12,4596.71,2026-01,0.019429597924197628,0.03321000863123058,4407.84,4236.592000000001,1,0,1,1,patch,4360.65041761,25.03,24.53,True,4596.71,4332.58,0.0,0.06096367522353896,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.019429597924197628,1.0599027115483153,0.019429597924197628,1.06445980524969,True
2026-01-13,4604.07,4634.47,4569.71,4586.41,2026-01,-0.002240733046026455,0.02041311244899502,4422.184,4248.287,1,0,1,1,patch,4360.65041761,23.76,24.683,False,4596.71,4332.58,-0.002240733046026455,0.058586338855831865,False,True,1,CPIAUCNS;CPILFENS,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,-0.002240733046026455,1.057527752516976,-0.002240733046026455,1.0620746349879002,True
2026-01-14,4590.46,4642.98,4589.23,4625.95,2026-01,0.008621121966854162,0.038286382500218874,4438.2025,4260.7986,1,0,1,1,patch,4360.65041761,23.57,24.683,False,4625.95,4332.58,0.0,0.06771254079555367,False,True,-2,PPIACO;RSAFS,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.008621121966854162,1.066644828254758,0.008621121966854162,1.071230909954033,True
2026-01-15,4631.01,4632.8,4581.08,4615.66,2026-01,-0.0022244079594461175,0.030916368119645155,4453.879,4274.4752,1,0,1,1,patch,4360.65041761,22.06,24.683,False,4625.95,4332.58,-0.0022244079594461175,0.06533751252140751,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,-0.0022244079594461175,1.0642721750088862,-0.0022244079594461175,1.0688480553915265,True
2026-01-16,4617.7,4621.11,4536.67,4595.3,2026-01,-0.00441107013948161,0.019116896941739903,4466.727000000001,4286.8042000000005,1,0,1,1,patch,4360.65041761,22.23,24.683,False,4625.95,4332.58,-0.00662566607939985,0.06063823403145485,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.00441107013948161,1.0595775957974234,-0.00441107013948161,1.064133291650746,True
2026-01-19,4633.69,4690.72,4628.58,4670.63,2026-01,0.01639283615868381,0.016081066675948774,4483.6505,4300.6808,1,1,1,1,patch,4360.65041761,22.23,24.683,False,4670.63,4332.58,0.0,0.07802510282556807,False,False,0,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.01639283615868381,1.0769470777227426,0.01639283615868381,1.0815774543517775,True
2026-01-20,4674.71,4766.23,4659.49,4763.22,2026-01,0.01982387814920039,0.03855084913908713,4504.8985,4315.9388,1,1,1,1,patch,4360.65041761,24.79,24.683,True,4763.22,4332.58,0.0,0.09939574110576155,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.01982387814920039,1.0982963453646557,0.01982387814920039,1.1030185140157696,True
2026-01-21,4761.81,4888.57,4755.93,4828.78,2026-01,0.013763798438870989,0.043846128903252346,4524.155,4330.205,1,1,1,1,patch,4360.65041761,26.27,24.718,True,4828.78,4332.58,0.0,0.11452760249089455,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.013763798438870989,1.1134130748884035,0.013763798438870989,1.1182002385170255,True
2026-01-22,4832.38,4940.65,4772.52,4936.25,2026-01,0.022256139231855654,0.0694570223976636,4546.714999999999,4346.403,1,1,1,1,patch,4360.65041761,28.11,24.747,True,4936.25,4332.58,0.0,0.13933268398967824,False,True,0,PCEPILFE,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.022256139231855654,1.1381933513056883,0.022256139231855654,1.1430870587145547,True
2026-01-23,4944.35,4989.91,4899.81,4987.1,2026-01,0.010301342111927125,0.08526102757164944,4572.103,4362.2566,1,1,1,1,patch,4360.65041761,30.01,24.785999999999998,True,4987.1,4332.58,0.0,0.15106933974675618,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.010301342111927125,1.149918270407009,0.010301342111927125,1.1548623895700898,True
2026-01-26,5005.13,5111.08,4990.14,5008.2,2026-01,0.004230915762667653,0.07227504640701565,4596.022,4378.9956,1,1,1,1,patch,4360.65041761,32.7,24.817,True,5008.2,4332.58,0.0,0.15593941716021398,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.004230915762667653,1.1547834777430535,0.004230915762667653,1.159748515057834,True
2026-01-27,5021.19,5190.09,5013.62,5180.2,2026-01,0.03434367637075186,0.08754162100427854,4638.461499999999,4400.907,1,1,1,1,patch,4360.65041761,33.13,24.82,True,5180.2,4332.58,0.0,0.19563862640735996,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.03434367637075186,1.1944429877809521,0.03434367637075186,1.1995785427304402,True
2026-01-28,5174.03,5417.37,5157.45,5417.19,2026-01,0.0457491988726304,0.12185479562125412,4692.393,4428.338,1,1,1,1,patch,4360.65041761,39.67,24.82,True,5417.19,4332.58,0.0,0.25033813570666896,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,0.0457491988726304,1.2490877975709618,0.0457491988726304,1.2544583000451552,True
2026-01-29,5420.63,5597.02,5101.65,5376.41,2026-01,-0.007527888074813638,0.08916890351987838,4745.296,4454.5217999999995,1,1,1,1,patch,4360.65041761,46.02,24.828999999999997,True,5417.19,4332.58,-0.007527888074813638,0.24092573016539798,False,True,0,,False,False,1,TUT,HOLD,PRICE_SHOCK_UP,0.0,-0.007527888074813638,1.2396848044352322,-0.007527888074813638,1.2450148783678943,True
2026-01-30,5397.88,5450.84,4689.86,4886.27,2026-01,-0.09116492231805229,-0.0202181628601793,4772.9805,4470.6898,1,1,1,1,patch,4360.65041761,44.08,24.92,True,5417.19,4332.58,-0.09800653106130652,0.12779683237239725,False,False,-1,PPIACO,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.09116492231805229,1.1266690355400244,-0.09116492231805229,1.1315131936966658,True
2026-02-02,4772.88,4884.68,4402.65,4658.11,2026-02,-0.0466941040916693,-0.06990335849207308,4783.438,4482.3096,0,1,1,1,patch,4918.79269951,37.38,25.020000000000003,True,4658.11,4658.11,0.0,0.0,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.0466941040916693,1.0740602343176577,-0.0466941040916693,1.0786781988490965,True
2026-02-03,4687.53,4993.81,4674.07,4946.49,2026-02,0.06190922927968634,-0.04511601868653725,4806.0295,4499.9416,0,1,1,1,patch,4918.79269951,41.04,25.21,True,4946.49,4658.11,0.0,0.06190922927968634,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,0.06190922927968634,1.1405544756242232,0.06190922927968634,1.1454583347806444,True
2026-02-04,4953.76,5091.9,4854.87,4965.22,2026-02,0.003786523373139339,-0.08343255451627118,4831.522,4516.5666,1,1,1,1,patch,4918.79269951,36.93,25.662000000000003,True,4965.22,4658.11,0.0,0.06593017339650653,False,False,0,,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.003786523373139339,1.144873211804513,0.003786523373139339,1.1497956395382485,True
2026-02-05,4981.26,5023.71,4759.22,4776.52,2026-02,-0.038004358316449216,-0.11157817205161058,4846.486,4529.4864,0,1,1,1,patch,4918.79269951,35.53,25.773000000000003,True,4965.22,4658.11,-0.038004358316449216,0.025420181146430743,False,False,0,,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.038004358316449216,1.1013630400361902,-0.038004358316449216,1.106098394062546,True
