date,open,high,low,close,VIXCLS,DTWEXBGS,DFII10,GVZCLS,month,ret,ret5,sma20,sma50,fast_raw,fast,slow,prior,mom1,origin_gold,mom3_forecast,vw_forecast,patch_forecast,idma_forecast,vw_dir,patch_dir,idma_dir,level_median,level_gap_pct,mtd_peak,mtd_trough,mtd_dd,mtd_up,vix5,usd5,ry5,gvz5,gvz_q90_252,gvz_stress,down_emg,up_emg,pos,action,reason,evidence_state,turn,strat_ret,equity,signal_day
2023-01-03,1826.93,1849.94,1823.61,1839.28,,,,,2023-01,0.008648156577150568,0.02285644373755691,1799.2445,1750.7472,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.013640119180199806,1839.28,1839.28,0.0,0.0,,,,,,False,False,False,1,AL,INITIAL_MONTHLY_ANCHOR,ANCHOR_CONFIRMED,0.0,0.008648156577150568,1.0086481565771506,True
2023-01-04,1838.81,1865.11,1836.1,1854.32,,,,,2023-01,0.008177112783263052,0.022570985833163304,1803.527,1754.8422,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.021928768756376282,1854.32,1839.28,0.0,0.008177112783263052,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.008177112783263052,1.0168959863121123,False
2023-01-05,1854.3,1859.01,1825.06,1832.5,,,,,2023-01,-0.011767116786746579,0.015770072891549525,1806.6119999999999,1758.4356,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.009903613586683901,1854.32,1832.5,-0.011767116786746579,0.0,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.011767116786746579,1.004930052481204,False
2023-01-06,1829.99,1869.83,1829.99,1865.84,,,,,2023-01,0.01819372442019085,0.02823762812741104,1810.6050000000002,1762.4642000000001,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.028277521623235158,1865.84,1832.5,0.0,0.01819372442019085,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.01819372442019085,1.0232134729176148,False
2023-01-09,1866.66,1881.51,1866.22,1871.63,,,,,2023-01,0.003103159970844427,0.02638866800840134,1814.7325,1766.6364,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.03146843126725529,1871.63,1832.5,0.0,0.0213533424283765,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.003103159970844427,1.0263886680084013,False
2023-01-10,1871.37,1880.71,1867.82,1876.7,,,,,2023-01,0.0027088687400822486,0.020344917576442967,1818.712,1771.289,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.034262543857096706,1876.7,1832.5,0.0,0.02412005457025934,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0027088687400822486,1.029169020186344,False
2023-01-11,1876.54,1886.61,1867.12,1875.28,,,,,2023-01,-0.0007566473064422041,0.01130333491522495,1823.4184999999998,1776.1273999999999,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.03347997188913321,1876.7,1832.5,-0.0007566473064422041,0.023345156889495122,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0007566473064422041,1.0283903022193461,False
2023-01-12,1875.01,1901.53,1874.44,1896.77,,,,,2023-01,0.011459622029776906,0.03507230559345165,1827.726,1781.1080000000002,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.04532326174232715,1896.77,1832.5,0.0,0.03507230559345165,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.011459622029776906,1.040175266381868,True
2023-01-13,1896.06,1921.83,1892.22,1920.23,,,,,2023-01,0.012368394692028994,0.02915040946704983,1833.3835,1786.8108,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.05825223242431554,1920.23,1832.5,0.0,0.047874488403820026,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.012368394692028994,1.0530405646253653,True
2023-01-16,1920.0,1928.93,1910.81,1915.41,,,,,2023-01,-0.002510115975690397,0.023391375432110006,1840.318,1792.5286,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.05559589658939723,1920.23,1832.5,-0.002510115975690397,0.045244201909959036,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.002510115975690397,1.0503973106810491,True
2023-01-17,1915.02,1918.97,1903.76,1908.51,,,,,2023-01,-0.0036023618964086124,0.01694996536473603,1846.0915,1797.076,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.05179325815351832,1920.23,1832.5,-0.006103435525952605,0.04147885402455653,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0036023618964086124,1.0466133994329616,False
2023-01-18,1908.34,1925.8,1896.56,1904.15,,,,,2023-01,-0.002284504665943543,0.015395034341538327,1851.9230000000002,1801.6468,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.04939043154765854,1920.23,1832.5,-0.008373996864958877,0.03909959072305602,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.002284504665943543,1.044222406238518,False
2023-01-19,1904.33,1935.13,1900.92,1932.08,,,,,2023-01,0.014667962082818953,0.01861585748403871,1857.6375,1806.0459999999998,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.06478285060767264,1932.08,1832.5,0.0,0.05434106412005457,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.014667962082818953,1.0595390208992546,False
2023-01-20,1931.79,1937.48,1920.67,1925.8,,,,,2023-01,-0.0032503830069148254,0.0029006941876754677,1863.2295000000001,1810.4275999999998,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.06132189852400316,1932.08,1832.5,-0.0032503830069148254,0.05091405184174613,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0032503830069148254,1.0560951132705605,False
2023-01-23,1925.31,1935.49,1911.36,1930.81,,,,,2023-01,0.0026015162529857694,0.008040054087636417,1870.152,1813.9334,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.06408294469266318,1932.08,1832.5,-0.0006573226781499963,0.05364802182810369,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0026015162529857694,1.0588425618724326,False
2023-01-24,1930.36,1942.46,1917.12,1937.23,,,,,2023-01,0.003325029391809675,0.015048388533463353,1877.1045000000001,1817.2534000000003,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.06762105175908961,1937.23,1832.5,0.0,0.05715143246930432,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.003325029391809675,1.0623632445119575,False
2023-01-25,1936.87,1948.03,1919.83,1945.76,,,,,2023-01,0.0044031942515860845,0.021852270041750943,1883.723,1820.7451999999998,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.07232199463706745,1945.76,1832.5,0.0,0.061806275579809,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0044031942515860845,1.067041036243289,True
2023-01-26,1946.22,1949.05,1918.67,1929.07,,,,,2023-01,-0.008577625195296479,-0.0015579065049066143,1889.9739999999997,1823.7506,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.06312401847839788,1945.76,1832.5,-0.008577625195296479,0.05269849931787163,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.008577625195296479,1.0578883581663932,False
2023-01-27,1928.48,1935.02,1916.62,1926.73,,,,,2023-01,-0.0012130197452657754,0.00048291619067408753,1895.5805,1826.8126000000002,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.061834428052317314,1945.76,1832.5,-0.009780240111832872,0.05142155525238756,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0012130197452657754,1.0566051186996506,False
2023-01-30,1928.02,1934.4,1920.65,1923.08,,,,,2023-01,-0.0018944013951098793,-0.004003501121291109,1900.559,1830.0706,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.0598228874304394,1945.76,1832.5,-0.01165611380643039,0.04942974079126872,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.0018944013951098793,1.0546034844887058,False
2023-01-31,1921.81,1931.03,1900.83,1928.25,,,,,2023-01,0.0026883956985668256,-0.004635484686898339,1905.0075000000002,1833.6206,1.0,1,1,1,1,1798.0,1839.3504,1823.0737,1799.3105,1805.9855,1.0,1.0,1.0,1814.5295999999998,0.0626721107222501,1945.76,1832.5,-0.00899905435408277,0.05225102319236008,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0026883956985668256,1.0574386759600989,False
2023-02-01,1928.02,1954.42,1920.49,1950.15,,,,,2023-02,0.011357448463632958,0.0022561878135021196,1909.7990000000002,1837.87,1.0,1,1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,0.019934471897109063,1950.15,1950.15,0.0,0.0,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.011357448463632958,1.069448481225768,False
2023-02-02,1950.32,1959.72,1911.27,1912.63,,,,,2023-02,-0.019239545675973635,-0.008522241287252319,1913.8055,1841.3234,-1.0,0,1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,0.00031139603854457576,1950.15,1912.63,-0.019239545675973635,0.0,,,,,,False,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.019239545675973635,1.0488727783231242,True
2023-02-03,1911.74,1918.57,1861.4,1864.97,,,,,2023-02,-0.02491856762677569,-0.032054309633420375,1913.7620000000002,1843.6340000000002,-1.0,-1,1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.024614931131476392,1950.15,1864.97,-0.043678691382714185,0.0,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,-0.02491856762677569,1.0227363710645954,True
2023-02-06,1861.68,1881.24,1859.94,1867.25,,,,,2023-02,0.0012225397727576581,-0.029031553549514255,1913.5430000000001,1845.8736000000001,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.023422484091030538,1950.15,1864.97,-0.042509550547393804,0.0012225397727576581,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.0012225397727576581,1.0239867069552677,False
2023-02-07,1867.04,1884.34,1864.9,1873.25,,,,,2023-02,0.003213281563797077,-0.028523272397251387,1913.3705000000002,1848.2498,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.020284465563541576,1950.15,1864.97,-0.0394328641386561,0.00443974970106753,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.003213281563797077,1.0272770645623004,False
2023-02-08,1872.89,1886.28,1869.03,1875.26,,,,,2023-02,0.0010730014680369049,-0.038402174191728866,1913.3695000000002,1850.9345999999998,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.019233229356832804,1950.15,1864.97,-0.038402174191728866,0.005517515027051445,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.0010730014680369049,1.0283793343606564,False
2023-02-09,1875.1,1890.22,1858.92,1861.55,,,,,2023-02,-0.007310986209912218,-0.026706681375906594,1911.6084999999998,1853.1794,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.026403601692145062,1950.15,1861.55,-0.04543240263569481,0.0,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,-0.007310986209912218,1.020860867228587,False
2023-02-10,1861.75,1872.13,1852.69,1865.37,,,,,2023-02,0.0020520533963632737,0.0002144806618873396,1908.8655000000003,1855.12,-1.0,-1,0,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.024405729896310513,1950.15,1861.55,-0.04347357895546511,0.0020520533963632737,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.0020520533963632737,1.0229557282383979,False
2023-02-13,1864.7,1866.48,1850.44,1853.47,,,,,2023-02,-0.0063794314264730145,-0.0073798366581872,1905.7685000000001,1856.1308,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.030629466642496883,1950.15,1853.47,-0.04957567366612825,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0063794314264730145,1.0164298523177833,True
2023-02-14,1853.24,1870.53,1843.29,1854.18,,,,,2023-02,0.00038306527756049036,-0.010180168156946445,1903.0520000000001,1857.2624000000003,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.030258134450077412,1950.15,1853.47,-0.04921159910776096,0.00038306527756049036,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.00038306527756049036,1.0168192113012822,False
2023-02-15,1853.85,1860.04,1830.42,1835.76,,,,,2023-02,-0.00993431058473293,-0.02106374582724524,1899.6324999999997,1858.6042000000002,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.0398918513294686,1950.15,1835.76,-0.058657026382585964,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.00993431058473293,1.006717813447692,False
2023-02-16,1835.56,1845.27,1827.62,1836.13,,,,,2023-02,0.00020155140105471148,-0.013655287260616045,1894.8350000000003,1859.9108,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.03969834018694007,1950.15,1835.76,-0.058467297387380435,0.00020155140105471148,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.00020155140105471148,1.006920718833459,False
2023-02-17,1836.37,1843.56,1818.88,1842.44,,,,,2023-02,0.0034365758415797476,-0.012292467446136657,1890.667,1861.04,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.03639819070219752,1950.15,1835.76,-0.05523164884752452,0.003638819889310252,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0034365758415797476,1.0103810782501883,False
2023-02-20,1840.59,1847.43,1837.2,1841.13,,,,,2023-02,-0.0007110136558042823,-0.006657782429712822,1886.1830000000002,1862.0810000000001,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.037083324747365864,1950.15,1835.76,-0.05590339204676564,0.0029252189828736785,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0007110136558042823,1.009662683505986,False
2023-02-21,1841.22,1843.8,1830.21,1834.8,,,,,2023-02,-0.00343810594580507,-0.010452059670582159,1881.0614999999998,1862.8348,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.04039393429386684,1950.15,1834.8,-0.05914929620798404,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.00343810594580507,1.0061913562305667,False
2023-02-22,1834.16,1846.02,1823.53,1825.06,,,,,2023-02,-0.005308480488336653,-0.005828648625092581,1875.0265000000004,1863.713,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.04548798437015733,1950.15,1825.06,-0.06414378381150176,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.005308480488336653,1.0008500090484838,False
2023-02-23,1825.14,1833.72,1817.37,1822.05,,,,,2023-02,-0.0016492608462187475,-0.0076683023533192785,1869.6755,1863.9416,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.04706222366478097,1950.15,1822.05,-0.06568725482655191,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.0016492608462187475,0.9991993463156225,False
2023-02-24,1821.43,1827.77,1808.91,1810.83,,,,,2023-02,-0.006157899069729189,-0.01715659668700209,1863.8805,1864.0166,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.05293031831118544,1950.15,1810.83,-0.07144065841089153,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.006157899069729189,0.9930463775904714,False
2023-02-27,1810.17,1820.11,1806.66,1817.09,,,,,2023-02,0.0034569782917226455,-0.0130571985682707,1858.5809999999997,1864.8239999999998,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.049656318980838554,1950.15,1810.83,-0.06823064892444175,0.0034569782917226455,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.0034569782917226455,0.9964793173604755,False
2023-02-28,1816.51,1831.11,1804.6,1826.65,,,,,2023-02,0.005261159326175546,-0.004441901024634709,1853.5009999999997,1865.4962,-1.0,-1,-1,1,1,1898.0,1983.1537,1905.6621,1913.3991,1910.6701,1.0,1.0,1.0,1912.0346,-0.04465640946037264,1950.15,1810.83,-0.0633284619131862,0.008736325331477834,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.005261159326175546,1.0017219538143476,False
2023-03-01,1826.63,1844.52,1822.99,1836.24,,,,,2023-03,0.00525004790189687,0.00612582600024103,1847.8055,1866.4705999999999,-1.0,-1,-1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.01428173304735847,1836.24,1836.24,0.0,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,0.00525004790189687,1.0069810420562546,False
2023-03-02,1836.5,1838.98,1829.94,1835.59,,,,,2023-03,-0.00035398422864119095,0.007431190142970889,1843.9535,1866.8266,-1.0,-1,-1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.014630661767743303,1836.24,1835.59,-0.00035398422864119095,0.0,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFIRMED_FAST_SLOW,0.0,-0.00035398422864119095,1.006624586648826,False
2023-03-03,1835.59,1856.52,1835.48,1856.26,,,,,2023-03,0.011260684575531643,0.02508794309791651,1843.518,1867.6726,1.0,0,-1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.0035347284595095285,1856.26,1835.59,0.0,0.011260684575531643,,,,,,False,False,False,1,TUT,HOLD,REVERSAL_CONFLICT_SLOW,0.0,0.011260684575531643,1.0179598686050533,True
2023-03-06,1855.08,1858.22,1845.08,1846.57,,,,,2023-03,-0.005220173898053071,0.01622374235728552,1842.484,1868.7567999999999,1.0,1,0,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.008736450460321565,1856.26,1835.59,-0.005220173898053071,0.005981727945783,,,,,,False,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.005220173898053071,1.0126459410696957,True
2023-03-07,1846.53,1851.59,1812.69,1813.18,,,,,2023-03,-0.018082173976616045,-0.0073741548736758755,1839.4805000000001,1869.0568000000003,-1.0,0,0,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.026660650419775944,1856.26,1813.18,-0.023207955782056366,0.0,,,,,,False,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,-0.018082173976616045,0.9943351009865594,False
2023-03-08,1813.24,1824.2,1809.35,1813.63,,,,,2023-03,0.00024818275074722784,-0.012313205245501613,1836.399,1869.0616,-1.0,-1,0,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.026419084382586555,1856.26,1813.18,-0.0229655328456142,0.00024818275074722784,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.00024818275074722784,0.9945818778070867,True
2023-03-09,1813.36,1835.57,1811.89,1830.74,,,,,2023-03,0.009434118315202022,-0.0026422022347037943,1834.8584999999998,1869.5954000000002,-1.0,-1,0,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,-0.017234206835229138,1856.26,1813.18,-0.013748074084449335,0.009684642451383674,,,,,,False,False,False,1,TUT,HOLD,EARLY_REVERSAL_FAST,0.0,0.009434118315202022,1.0039648809164745,False
2023-03-10,1831.05,1870.08,1827.71,1867.04,,,,,2023-03,0.019828047674710803,0.005807376121879537,1834.9419999999998,1870.6441999999997,1.0,0,0,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.0022521201647169864,1867.04,1813.18,0.0,0.029704717678332937,,,,,,False,False,False,1,TUT,HOLD,MIXED_NEUTRAL,0.0,0.019828047674710803,1.0238715444390216,True
2023-03-13,1881.43,1914.53,1871.47,1913.59,,,,,2023-03,0.024932513497300413,0.03629431865566968,1837.9479999999999,1872.4458000000002,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.027240784678421726,1913.59,1813.18,0.0,0.05537784445008209,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.024932513497300413,1.0493992355402493,True
2023-03-14,1913.53,1914.06,1895.36,1903.73,,,,,2023-03,-0.005152618899555206,0.049939884622596686,1840.4254999999998,1873.7348000000002,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.0219478043968937,1913.59,1813.18,-0.005152618899555206,0.049939884622596686,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.005152618899555206,1.0439920812060257,True
2023-03-15,1903.76,1937.29,1885.64,1918.24,,,,,2023-03,0.007621879153031141,0.05767990163373993,1844.5495000000003,1875.0132,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.02973696706271234,1918.24,1813.18,0.0,0.05794239954113767,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.007621879153031141,1.0519492626856994,True
2023-03-16,1917.8,1933.42,1907.46,1919.22,,,,,2023-03,0.0005108849778963087,0.048330183423096695,1848.7039999999997,1876.7475999999997,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.030263044210369294,1919.22,1813.18,0.0,0.05848288642054289,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.0005108849778963087,1.0524866877615147,True
2023-03-17,1919.9,1988.88,1918.22,1988.88,,,,,2023-03,0.03629599524806948,0.06525837689604952,1856.0260000000003,1879.2084,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.06765746676729067,1988.88,1813.18,0.0,0.09690157623622597,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.03629599524806948,1.090687739579163,True
2023-03-20,1984.4,2009.73,1965.88,1978.38,,,,,2023-03,-0.005279353203813231,0.03385782743429888,1862.8884999999998,1881.3434,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.06202092589953767,1988.88,1813.18,-0.005279353203813231,0.09111064538545532,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.005279353203813231,1.0849296137668558,True
2023-03-21,1978.6,1985.14,1935.35,1940.21,,,,,2023-03,-0.01929356342057642,0.019162381220025893,1868.159,1882.6136,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.04153075781171567,1988.88,1813.18,-0.02447105908853231,0.07005923294984506,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.01929356342057642,1.0639974554567835,False
2023-03-22,1939.2,1978.78,1934.24,1969.99,,,,,2023-03,0.015348853990031941,0.0269778547001418,1875.4055,1884.5078,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.05751706133949486,1988.88,1813.18,-0.009497807811431613,0.08648341587707775,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.015348853990031941,1.0803285970463552,True
2023-03-23,1969.99,2003.3,1964.63,1993.44,,,,,2023-03,0.011903613723927453,0.03867196048394672,1883.975,1886.4412,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.07010533594414325,1993.44,1813.18,0.0,0.09941649477713188,,,,,,False,False,True,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,0.011903613723927453,1.0931884113605075,True
2023-03-24,1993.13,2002.87,1975.17,1978.43,,,,,2023-03,-0.007529697407496538,-0.005254213426652221,1892.355,1887.6052,1.0,1,1,1,-1,1855.0,1901.5486,1828.887,1862.1369,1863.5524,-1.0,1.0,1.0,1862.84465,0.062047766570336504,1993.44,1813.18,-0.007529697407496538,0.09113822124664961,,,,,,False,False,False,1,TUT,HOLD,ANCHOR_CONFIRMED,0.0,-0.007529697407496538,1.084957033413581,False
