source_class,origin_date,target_date,evaluation_year,formation_n,sqrt_forecast,q80,q90,sqrt_normalized_risk_score,risk_regime,recent20_n,recent20_high_count,persistent_state,actual_direction,router_up,selected_expert,FAST_UP,SLOW_UP,MONTHLY_UP,legacy_bucket,action
EXTERNAL_RESEARCH_V2,2020-11-23,2020-11-24,2020,498,4.77611441769222e-05,2.860861230028183e-05,4.226816010694759e-05,1.669467350447183,EXTREME,20,15,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-11-24,2020-11-25,2020,498,4.821417367687737e-05,2.860861230028183e-05,4.226816010694759e-05,1.6853027742419509,EXTREME,20,16,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-11-25,2020-11-26,2020,498,4.439421632686325e-05,2.860861230028183e-05,4.226816010694759e-05,1.55177804015422,EXTREME,20,16,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-11-26,2020-11-27,2020,498,3.9848338002636956e-05,2.860861230028183e-05,4.226816010694759e-05,1.3928790947418446,HIGH_NON_EXTREME,20,15,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-11-27,2020-11-30,2020,498,5.5596988844390445e-05,2.860861230028183e-05,4.226816010694759e-05,1.9433654544594163,EXTREME,20,16,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-11-30,2020-12-01,2020,498,4.960385093746696e-05,2.860861230028183e-05,4.226816010694759e-05,1.7338782607424235,EXTREME,20,17,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-01,2020-12-02,2020,498,4.327529379073726e-05,2.860861230028183e-05,4.226816010694759e-05,1.5126666521434506,EXTREME,20,17,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-02,2020-12-03,2020,498,4.6808132513109694e-05,2.860861230028183e-05,4.226816010694759e-05,1.63615529553835,EXTREME,20,17,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-03,2020-12-04,2020,498,4.885557166929351e-05,2.860861230028183e-05,4.226816010694759e-05,1.7077225262272588,EXTREME,20,17,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-04,2020-12-07,2020,498,4.2514983863652935e-05,2.860861230028183e-05,4.226816010694759e-05,1.4860903918514814,EXTREME,20,17,PERSISTENT_HIGH,UP,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-07,2020-12-08,2020,498,4.152319160996984e-05,2.860861230028183e-05,4.226816010694759e-05,1.4514227804597426,HIGH_NON_EXTREME,20,17,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-08,2020-12-09,2020,498,4.392053396183965e-05,2.860861230028183e-05,4.226816010694759e-05,1.5352207055987466,EXTREME,20,17,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,1,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-09,2020-12-10,2020,498,4.9984423954067695e-05,2.860861230028183e-05,4.226816010694759e-05,1.747181003727863,EXTREME,20,17,PERSISTENT_HIGH,DOWN,1,BONATO_AR1_RM_QBOOST_H1,0,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-10,2020-12-11,2020,498,4.599941906134101e-05,2.860861230028183e-05,4.226816010694759e-05,1.607887113800618,EXTREME,20,17,PERSISTENT_HIGH,UP,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-12-11,2020-12-14,2020,498,4.230878899650881e-05,2.860861230028183e-05,4.226816010694759e-05,1.478882951484229,EXTREME,20,17,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-12-14,2020-12-15,2020,498,4.420536138214377e-05,2.860861230028183e-05,4.226816010694759e-05,1.5451767082637662,EXTREME,20,17,PERSISTENT_HIGH,UP,0,,1,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-12-15,2020-12-16,2020,498,3.97893765553033e-05,2.860861230028183e-05,4.226816010694759e-05,1.3908181262923867,HIGH_NON_EXTREME,20,16,PERSISTENT_HIGH,UP,0,,1,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2020-12-16,2020-12-17,2020,498,3.737186278486695e-05,2.860861230028183e-05,4.226816010694759e-05,1.3063151191188256,HIGH_NON_EXTREME,20,16,PERSISTENT_HIGH,UP,1,TTSM_S2,1,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-17,2020-12-18,2020,498,3.596840665225912e-05,2.860861230028183e-05,4.226816010694759e-05,1.2572579989105166,HIGH_NON_EXTREME,20,16,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,0,0,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-18,2020-12-21,2020,498,3.6327748297888015e-05,2.860861230028183e-05,4.226816010694759e-05,1.2698186097453648,HIGH_NON_EXTREME,20,17,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-21,2020-12-22,2020,498,4.985831368414886e-05,2.860861230028183e-05,4.226816010694759e-05,1.7427728811459233,EXTREME,20,17,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-22,2020-12-23,2020,498,4.732485268694921e-05,2.860861230028183e-05,4.226816010694759e-05,1.654216995575245,EXTREME,20,17,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-23,2020-12-24,2020,498,4.185973526222439e-05,2.860861230028183e-05,4.226816010694759e-05,1.4631864986269194,HIGH_NON_EXTREME,20,16,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-24,2020-12-28,2020,498,3.745818743908262e-05,2.860861230028183e-05,4.226816010694759e-05,1.3093325550332133,HIGH_NON_EXTREME,20,16,PERSISTENT_HIGH,DOWN,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-28,2020-12-29,2020,498,4.4395924815049815e-05,2.860861230028183e-05,4.226816010694759e-05,1.5518377595201451,EXTREME,20,16,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-29,2020-12-30,2020,498,3.542207566961875e-05,2.860861230028183e-05,4.226816010694759e-05,1.238161267586887,HIGH_NON_EXTREME,20,16,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2020-12-30,2020-12-31,2020,498,3.2044799434484045e-05,2.860861230028183e-05,4.226816010694759e-05,1.120110234573257,HIGH_NON_EXTREME,20,15,PERSISTENT_HIGH,UP,1,TTSM_S2,1,1,0,CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2021-01-06,2021-01-07,2021,758,7.954231996376468e-05,5.320470711228011e-05,8.063793517818207e-05,1.4950241112295424,HIGH_NON_EXTREME,20,6,NON_PERSISTENT,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-01-07,2021-01-08,2021,758,5.825311865019086e-05,5.320470711228011e-05,8.063793517818207e-05,1.0948865581997638,HIGH_NON_EXTREME,20,7,NON_PERSISTENT,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-01-08,2021-01-11,2021,758,0.00012502872692427813,5.320470711228011e-05,8.063793517818207e-05,2.349956116860578,EXTREME,20,7,NON_PERSISTENT,UP,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-01-11,2021-01-12,2021,758,8.328945641363756e-05,5.320470711228011e-05,8.063793517818207e-05,1.5654527754070398,EXTREME,20,8,NON_PERSISTENT,UP,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-01-12,2021-01-13,2021,758,8.231434749352901e-05,5.320470711228011e-05,8.063793517818207e-05,1.5471252819758525,EXTREME,20,9,PERSISTENT_HIGH,DOWN,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-01-13,2021-01-14,2021,758,7.24976394506258e-05,5.320470711228011e-05,8.063793517818207e-05,1.3626170199119978,HIGH_NON_EXTREME,20,10,PERSISTENT_HIGH,UP,1,TTSM_S2,0,0,1,NON_CONSENSUS_UP,DOWN_WATCH
EXTERNAL_RESEARCH_V2,2021-01-14,2021-01-15,2021,758,6.220303600277318e-05,5.320470711228011e-05,8.063793517818207e-05,1.1691265562556998,HIGH_NON_EXTREME,20,10,PERSISTENT_HIGH,DOWN,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-01-15,2021-01-18,2021,758,5.671325276691561e-05,5.320470711228011e-05,8.063793517818207e-05,1.0659442715703946,HIGH_NON_EXTREME,20,11,PERSISTENT_HIGH,UP,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-01-29,2021-02-01,2021,758,5.8804734540734154e-05,5.320470711228011e-05,8.063793517818207e-05,1.1052543606082836,HIGH_NON_EXTREME,20,12,PERSISTENT_HIGH,UP,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-02-01,2021-02-02,2021,758,5.6534402397956554e-05,5.320470711228011e-05,8.063793517818207e-05,1.0625827199583986,HIGH_NON_EXTREME,20,12,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-02-02,2021-02-03,2021,758,6.667626995970687e-05,5.320470711228011e-05,8.063793517818207e-05,1.253202462312163,HIGH_NON_EXTREME,20,12,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-02-04,2021-02-05,2021,758,7.299968089084949e-05,5.320470711228011e-05,8.063793517818207e-05,1.372053054193029,HIGH_NON_EXTREME,20,11,PERSISTENT_HIGH,UP,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-02-16,2021-02-17,2021,758,5.736432184557294e-05,5.320470711228011e-05,8.063793517818207e-05,1.078181329417238,HIGH_NON_EXTREME,20,8,NON_PERSISTENT,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-02-24,2021-02-25,2021,758,5.792761826607488e-05,5.320470711228011e-05,8.063793517818207e-05,1.088768671234818,HIGH_NON_EXTREME,20,10,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-02-25,2021-02-26,2021,758,6.63223596817456e-05,5.320470711228011e-05,8.063793517818207e-05,1.2465506020319361,HIGH_NON_EXTREME,20,10,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-02-26,2021-03-01,2021,758,8.792049853422664e-05,5.320470711228011e-05,8.063793517818207e-05,1.652494737893855,EXTREME,20,10,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-03-01,2021-03-02,2021,758,8.804472367191985e-05,5.320470711228011e-05,8.063793517818207e-05,1.654829590286352,EXTREME,20,10,PERSISTENT_HIGH,UP,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-03-02,2021-03-03,2021,758,7.40285106487631e-05,5.320470711228011e-05,8.063793517818207e-05,1.391390248470641,HIGH_NON_EXTREME,20,10,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-03-03,2021-03-04,2021,758,8.826348346153913e-05,5.320470711228011e-05,8.063793517818207e-05,1.6589412526089662,EXTREME,20,11,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-03-04,2021-03-05,2021,758,8.925712423896588e-05,5.320470711228011e-05,8.063793517818207e-05,1.6776170584043035,EXTREME,20,11,PERSISTENT_HIGH,UP,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-03-05,2021-03-08,2021,758,7.080144600554939e-05,5.320470711228011e-05,8.063793517818207e-05,1.3307365052519535,HIGH_NON_EXTREME,20,12,PERSISTENT_HIGH,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-03-08,2021-03-09,2021,758,6.517048733312473e-05,5.320470711228011e-05,8.063793517818207e-05,1.224900781722052,HIGH_NON_EXTREME,20,13,PERSISTENT_HIGH,UP,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-03-09,2021-03-10,2021,758,5.494421128874494e-05,5.320470711228011e-05,8.063793517818207e-05,1.0326945541264587,HIGH_NON_EXTREME,20,13,PERSISTENT_HIGH,UP,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-05-04,2021-05-05,2021,758,6.083716825142625e-05,5.320470711228011e-05,8.063793517818207e-05,1.1434546218446244,HIGH_NON_EXTREME,20,1,NON_PERSISTENT,UP,0,,1,1,0,CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-06-16,2021-06-17,2021,758,7.278770657316606e-05,5.320470711228011e-05,8.063793517818207e-05,1.3680689270511184,HIGH_NON_EXTREME,20,2,NON_PERSISTENT,DOWN,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-06-17,2021-06-18,2021,758,7.015900243545869e-05,5.320470711228011e-05,8.063793517818207e-05,1.3186615666805424,HIGH_NON_EXTREME,20,3,NON_PERSISTENT,DOWN,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-06-18,2021-06-21,2021,758,6.935457221509864e-05,5.320470711228011e-05,8.063793517818207e-05,1.303542035646147,HIGH_NON_EXTREME,20,4,NON_PERSISTENT,UP,0,,0,0,1,NON_CONSENSUS_UP,RETAIN_DOWN
EXTERNAL_RESEARCH_V2,2021-11-22,2021-11-23,2021,758,5.604860385201267e-05,5.320470711228011e-05,8.063793517818207e-05,1.0534519762270464,HIGH_NON_EXTREME,20,2,NON_PERSISTENT,DOWN,1,TTSM_S2,0,1,0,NON_CONSENSUS_UP,SUPPRESS_DOWN
GOVERNED,2022-02-24,2022-02-28,2022,323,8.789071520430104e-05,6.32933221220843e-05,8.498321957720967e-05,1.3886254071917994,EXTREME,20,3,NON_PERSISTENT,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-02,2022-03-03,2022,323,7.944372501556709e-05,6.32933221220843e-05,8.498321957720967e-05,1.2551675651079088,HIGH_NON_EXTREME,20,4,NON_PERSISTENT,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-03,2022-03-07,2022,323,6.741237114603895e-05,6.32933221220843e-05,8.498321957720967e-05,1.0650787300437408,HIGH_NON_EXTREME,20,5,NON_PERSISTENT,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-07,2022-03-08,2022,323,8.227427794382222e-05,6.32933221220843e-05,8.498321957720967e-05,1.2998887589614305,HIGH_NON_EXTREME,20,6,NON_PERSISTENT,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-08,2022-03-09,2022,323,0.0001340715119100851,6.32933221220843e-05,8.498321957720967e-05,2.118256830499104,EXTREME,20,7,NON_PERSISTENT,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-09,2022-03-10,2022,323,0.00013819770943550178,6.32933221220843e-05,8.498321957720967e-05,2.1834485029706134,EXTREME,20,8,NON_PERSISTENT,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-10,2022-03-14,2022,323,0.00010816964609217313,6.32933221220843e-05,8.498321957720967e-05,1.709021464911076,EXTREME,20,9,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-14,2022-03-15,2022,323,9.856275318023248e-05,6.32933221220843e-05,8.498321957720967e-05,1.5572377918497973,EXTREME,20,10,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-15,2022-03-16,2022,323,9.664141610009519e-05,6.32933221220843e-05,8.498321957720967e-05,1.5268817129504895,EXTREME,20,11,PERSISTENT_HIGH,UP,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-03-16,2022-03-17,2022,323,9.381356967300157e-05,6.32933221220843e-05,8.498321957720967e-05,1.4822032803405043,EXTREME,20,12,PERSISTENT_HIGH,DOWN,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2022-10-13,2022-10-17,2022,323,7.393273827569535e-05,6.32933221220843e-05,8.498321957720967e-05,1.168096977641481,HIGH_NON_EXTREME,20,7,NON_PERSISTENT,DOWN,0,,0,0,0,NON_CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2023-03-20,2023-03-21,2023,528,7.089036375136263e-05,6.185718147697382e-05,7.89959545088811e-05,1.146032878619783,HIGH_NON_EXTREME,20,4,NON_PERSISTENT,DOWN,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2023-03-21,2023-03-23,2023,528,6.548924368454267e-05,6.185718147697382e-05,7.89959545088811e-05,1.058716904340701,HIGH_NON_EXTREME,20,4,NON_PERSISTENT,UP,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-10,2024-04-11,2024,731,8.081903791578238e-05,5.513863621481717e-05,7.115295953137161e-05,1.4657424170034918,EXTREME,20,8,NON_PERSISTENT,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-11,2024-04-15,2024,731,5.6257104751626305e-05,5.513863621481717e-05,7.115295953137161e-05,1.0202846608764795,HIGH_NON_EXTREME,20,8,NON_PERSISTENT,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-15,2024-04-16,2024,731,7.464342017066795e-05,5.513863621481717e-05,7.115295953137161e-05,1.353740775884648,EXTREME,20,9,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-16,2024-04-17,2024,731,7.0021548620251e-05,5.513863621481717e-05,7.115295953137161e-05,1.2699180361924585,HIGH_NON_EXTREME,20,10,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-17,2024-04-18,2024,731,6.739717481619359e-05,5.513863621481717e-05,7.115295953137161e-05,1.2223221218895914,HIGH_NON_EXTREME,20,10,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-18,2024-04-22,2024,731,6.672567075904345e-05,5.513863621481717e-05,7.115295953137161e-05,1.210143654969699,HIGH_NON_EXTREME,20,11,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-22,2024-04-23,2024,731,8.482073153534062e-05,5.513863621481717e-05,7.115295953137161e-05,1.538317545702139,EXTREME,20,12,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-23,2024-04-24,2024,731,5.7917715208526295e-05,5.513863621481717e-05,7.115295953137161e-05,1.0504016635972275,HIGH_NON_EXTREME,20,12,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-24,2024-04-25,2024,731,6.30774082589102e-05,5.513863621481717e-05,7.115295953137161e-05,1.1439783895481928,HIGH_NON_EXTREME,20,13,PERSISTENT_HIGH,UP,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-04-25,2024-04-29,2024,731,5.7850378336310214e-05,5.513863621481717e-05,7.115295953137161e-05,1.0491804351295204,HIGH_NON_EXTREME,20,12,PERSISTENT_HIGH,DOWN,0,,1,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-05-23,2024-05-27,2024,731,6.221486676540547e-05,5.513863621481717e-05,7.115295953137161e-05,1.1283352479560735,HIGH_NON_EXTREME,20,5,NON_PERSISTENT,UP,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-08-05,2024-08-06,2024,731,7.063535843559393e-05,5.513863621481717e-05,7.115295953137161e-05,1.281050154385436,HIGH_NON_EXTREME,20,5,NON_PERSISTENT,DOWN,0,,1,0,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-08-06,2024-08-07,2024,731,5.76688135558566e-05,5.513863621481717e-05,7.115295953137161e-05,1.0458875575228592,HIGH_NON_EXTREME,20,6,NON_PERSISTENT,UP,1,RM_LOGIT,0,0,1,NON_CONSENSUS_UP,SUPPRESS_DOWN
GOVERNED,2024-11-06,2024-11-07,2024,731,6.454181753620326e-05,5.513863621481717e-05,7.115295953137161e-05,1.1705370674158824,HIGH_NON_EXTREME,20,1,NON_PERSISTENT,UP,0,,0,1,1,CONSENSUS_UP,RETAIN_DOWN
GOVERNED,2024-11-12,2024-11-13,2024,731,5.608850244659383e-05,5.513863621481717e-05,7.115295953137161e-05,1.0172268720625595,HIGH_NON_EXTREME,20,3,NON_PERSISTENT,DOWN,1,RM_LOGIT,0,0,1,NON_CONSENSUS_UP,SUPPRESS_DOWN
GOVERNED,2024-11-13,2024-11-14,2024,731,5.652392828679372e-05,5.513863621481717e-05,7.115295953137161e-05,1.0251238000624376,HIGH_NON_EXTREME,20,4,NON_PERSISTENT,UP,1,RM_LOGIT,0,0,1,NON_CONSENSUS_UP,SUPPRESS_DOWN
GOVERNED,2024-11-25,2024-11-26,2024,731,5.69060414926973e-05,5.513863621481717e-05,7.115295953137161e-05,1.0320538446216627,HIGH_NON_EXTREME,20,5,NON_PERSISTENT,UP,1,RM_LOGIT,0,0,1,NON_CONSENSUS_UP,SUPPRESS_DOWN
