month,actual,rw,mom,vw,patch_r1,vw_ape,patch_r1_ape,mom_ape,rw_ape,patch_v6,predicted_log_return,training_sample_count,patch_v6_ape
2024-02,2023.0,2034.0,2075.092649507012,2036.8704302042413,2037.4947463196288,0.6856366882966536,0.7164975936544143,2.575019748245778,0.5437469105289174,2061.212730099448,0.01531668702115807,154,1.8889139940409285
2024-03,2158.0,2023.0,2036.291082509656,2019.72764791034,2050.323676746568,6.40743058802873,4.989634997842085,5.639894230321779,6.255792400370713,2052.54659186557,0.013275593559806231,155,4.886626882967099
2024-04,2331.0,2158.0,2204.9531739867484,2204.5131232328813,2221.5922084807403,5.426292439601832,4.693598949775192,5.407414243382736,7.421707421707421,2204.8096612886948,0.018782187695689845,156,5.413570944285938
2024-05,2351.0,2331.0,2440.938766194445,2340.59872784917,2351.000237545209,0.4424190621365466,1.0104007191603433e-05,3.825553645021063,0.8507018290089324,2354.9565202447866,0.008868046309040811,157,0.168290950437541
2024-06,2326.0,2351.0,2472.844027125159,2367.829062777653,2366.1940170926164,1.798326000758933,1.728031689278434,6.313156798158162,1.0748065348237317,2363.410341974194,0.005515854710584911,158,1.6083552009541757
2024-07,2398.0,2326.0,2386.563656742873,2323.4170695392827,2342.692134797303,3.1102139474861263,2.306416397109968,0.4769117288209837,3.0025020850708923,2335.4537659266844,0.003257943507188499,159,2.6082666419230875
2024-08,2470.0,2398.0,2421.101264026976,2443.552476227449,2446.5924464644786,1.0707499503057083,0.9476742322073444,1.9797059098390293,2.91497975708502,2443.4561442360746,0.019408317565371647,160,1.0746500309281548
2024-09,2571.0,2470.0,2511.451273397274,2515.860208522791,2499.9786720432858,2.144682671225562,2.7624009318052987,2.3161698406350144,3.928432516530533,2537.779078223462,0.026336627200350016,161,1.2921400924363295
2024-10,2690.0,2571.0,2658.3027076770195,2620.766778671481,2585.780742201301,2.573725699944944,3.874321851252746,1.1783380045717655,4.4237918215613385,2592.443404202686,0.006675188979494928,162,3.626639248970781
2024-11,2651.0,2690.0,2795.090410352186,2727.2644749948863,2739.7678519660863,2.876819124665648,3.3484666905351284,5.435322910305023,1.4711429649188985,2777.35534777036,0.031342509869039414,163,4.766327716724252
2024-12,2648.0,2651.0,2715.2231604821027,2652.4268504138413,2632.490025610177,0.167177130432073,0.5857241083770064,2.5386389910159624,0.1132930513595166,2663.9013870095587,0.0050283422012497025,164,0.6005055517204938
2025-01,2710.0,2648.0,2675.058766588142,2656.804316261684,2661.09037863034,1.96294035934745,1.8047830763712107,1.2893444063416186,2.2878228782287824,2665.8874090127606,0.009723800183680242,165,1.6277708851379853
2025-02,2895.0,2710.0,2717.0316438495006,2808.203118791661,2764.792927504148,2.9981651540013496,4.497653626799727,6.147438899844539,6.390328151986183,2695.9699233178626,-0.005777842964777347,166,6.874959470885575
2025-03,2983.0,2895.0,2982.378753900627,2905.08897621302,2986.928343375189,2.61183452185652,0.1316910283335195,0.0208262185508853,2.950050284948039,2936.6417993236614,0.013924393247498168,167,1.5540798081239888
2025-04,3218.0,2983.0,3104.385047925515,3100.625457847021,3005.056943554018,3.647437605748255,6.617248491174088,3.530607584663916,7.302672467371038,3004.5310111572026,0.005770648101376841,168,6.6335919466375834
2025-05,3309.0,3218.0,3408.33683863975,3264.770415977991,3261.598732673675,1.336645029374706,1.4324952350052906,3.00201990449532,2.750075551526141,3299.0057554967416,0.021454688029142632,169,0.30203216993830206
2025-06,3353.0,3309.0,3460.6133308545463,3334.4436573768608,3365.372958912546,0.5534250707765954,0.369011598942618,3.2094640875200224,1.31225767968983,3340.599353774479,0.014514599630639169,170,0.3698373464217443
2025-07,3340.0,3353.0,3487.51705593199,3400.974778479414,3480.140011884301,1.8255921700423352,4.195808739050935,4.416678321317065,0.3892215568862275,3366.5853777674524,0.003175614080470457,171,0.7959693942351026
2025-08,3368.0,3340.0,3381.970860225313,3327.460592510277,3403.614718261681,1.2036641178658876,1.0574441289097682,0.4148117644095344,0.831353919239905,3365.0514722903945,0.0070238254658686605,172,0.08754535954885731
2025-09,3667.68,3368.0,3387.9870335706432,3481.400845380765,3425.766440157267,5.078936947041038,6.5958196964493325,7.6258824769161055,8.170832788029486,3389.9671058006543,0.0077299614342317136,173,7.571895427064127
2025-10,4058.33,3667.68,3781.9706926066647,3798.3946543052384,3700.3993517070376,6.4049829780910255,8.819653608576985,6.809680518669878,9.625880596205832,3712.368412525287,0.0099748214677704,174,8.524727843095874
2025-11,4087.0,4058.33,4334.125082499349,4092.4791207609255,4119.201574893441,0.1340621668932108,0.7879024931108617,6.046613224843393,0.7014925373134346,4123.2764869770035,0.014134153894857837,175,0.8876067280891489
2025-12,4309.0,4087.0,4362.946853032419,4172.658626185684,4143.757468113472,3.1641070738991943,3.834823204607287,1.2519576011236786,5.152007426317011,4104.289384097076,0.003623640791580396,176,4.75076852872879
2026-01,4753.0,4309.0,4550.15250483926,4410.506150271823,4442.291969783382,7.205845775892643,6.537092998456086,4.267778143503902,9.34146854618136,4360.182761870258,0.009159619077892645,177,8.26461683420454
2026-02,5020.0,4753.0,5013.501159375402,5079.488249048107,4896.613880731229,1.1850248814363906,2.4578908220870703,0.1294589765856258,5.318725099601593,4885.032164286171,0.03539129168261468,178,2.688602305056357
2026-03,4856.0,5020.0,5377.31317001945,5218.31178045727,5215.903202333923,7.461115742530278,7.41151569880402,10.73544419315177,3.3772652388797364,5107.121596366816,0.015481721970052487,179,5.17136730574169
2026-04,4721.0,4856.0,5060.835586681359,4806.672642106696,4948.680798785073,1.814713876439229,4.822723973418204,7.198381416677801,2.8595636517686933,4842.061081729936,-0.0026197930101187206,180,2.5643101404349866
2026-05,4587.0,4721.0,4714.241204979105,4761.057377208789,4779.510518976639,3.794579838866125,4.196872007338983,2.7739525829323,2.921299324177022,4784.240521350784,0.012376703117767951,181,4.299989565092297
2026-06,4228.0,4587.0,4451.142541824896,4601.3846662066735,4647.372707707124,8.83123619221082,9.91893821445422,5.27773277731543,8.491012298959319,4567.765707348167,-0.004001438833908355,182,8.036085793476037
2026-07,4073.0,4228.0,4038.5163496373502,4106.6330292678895,4230.337895821845,0.8257556903483789,3.862948583890141,0.8466400776491473,3.805548735575743,4216.401352374472,-0.000670439528274086,183,3.520779581990463
