date,n_bars,close_mid,rv_5m,r3_5m,dr_5m,rs_plus_5m,rs_minus_5m,avg_spread_5m,max_spread_5m
2021-01-01,288,1898.41500000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.299999999999955,1.299999999999955
2021-01-04,288,1939.77000000,0.0001143939948313395,-2.764348026544535e-8,0.00005645464247808412,0.00005793935235325537,0.00005645464247808412,0.3998194444444410,0.6839999999999691
2021-01-05,288,1944.74650000,0.0001007031393512343,-2.919614970199825e-8,0.00005519179816182988,0.00004551134118940443,0.00005519179816182988,0.4062534722222190,0.7139999999999418
2021-01-06,288,1917.83150000,0.0002397377733897601,-4.488054885272478e-7,0.0001622880458811087,0.00007744972750865142,0.0001622880458811087,0.4409374999999929,1.223999999999933
2021-01-07,288,1909.42400000,0.0001309995649533815,5.135381414966911e-8,0.00006163674897281633,0.00006936281598056532,0.00006163674897281633,0.4085347222222219,0.7339999999999236
2021-01-08,288,1849.29000000,0.0003269828282529644,-6.287506095060427e-7,0.0002331097917899100,0.00009387303646305447,0.0002331097917899100,0.7502569444443989,1.563999999999851
2021-01-11,288,1850.82650000,0.0001497072653183216,-9.340157102000015e-9,0.00007325593811777873,0.00007645132720054296,0.00007325593811777873,0.4125034722222188,0.7439999999999145
2021-01-12,288,1859.75150000,0.0001339500218014539,-2.700238065972512e-8,0.00006674536036714625,0.00006720466143430774,0.00006674536036714625,0.3957048611111181,0.7539999999999054
2021-01-13,288,1840.37350000,0.0001100703805801435,-3.821180830067428e-8,0.00006344075968070182,0.00004662962089944173,0.00006344075968070182,0.4139548611111089,0.7539999999999054
2021-01-14,288,1853.37150000,0.00009889523330835792,3.869947565578030e-8,0.00004170415388382158,0.00005719107942453639,0.00004170415388382158,0.4042569444444379,0.6539999999999964
2021-01-15,288,1828.29500000,0.00008836483120748360,-7.414845858411322e-8,0.00006017902832749556,0.00002818580287998801,0.00006017902832749556,0.7438333333333449,1.634000000000015
2021-01-18,288,1839.77850000,0.00006018719218379341,1.605022362307416e-8,0.00002531923640951687,0.00003486795577427660,0.00002531923640951687,0.4152743055555372,0.7539999999999054
2021-01-19,288,1849.65150000,0.00006383762044140350,6.866054456684457e-9,0.00003087993260299337,0.00003295768783841005,0.00003087993260299337,0.4374861111111177,1.340000000000146
2021-01-20,288,1871.04650000,0.0001074857865536169,-2.933128027905145e-8,0.00005265599096433581,0.00005482979558928115,0.00005265599096433581,0.4123854166666771,0.7770000000000437
2021-01-21,288,1864.06350000,0.00007307813730396688,-3.131627803597692e-8,0.00004198614358238873,0.00003109199372157815,0.00004198614358238873,0.4520520833333326,1.460000000000036
2021-01-22,288,1855.85000000,0.00008750225144666541,2.141983562287242e-8,0.00004102941662829684,0.00004647283481836856,0.00004102941662829684,0.6699618055555155,1.303999999999860
2021-01-25,288,1856.50900000,0.00007561782940012917,-4.512069136981629e-8,0.00004451504642116609,0.00003110278297896309,0.00004451504642116609,0.4333923611111088,1.279999999999973
2021-01-26,288,1847.53500000,0.00004552403695871452,3.183775255464110e-9,0.00002349081462423096,0.00002203322233448353,0.00002349081462423096,0.4419618055555590,1.326999999999998
2021-01-27,288,1837.27000000,0.0001124271846823297,-1.144930207632466e-8,0.00005946631107774625,0.00005296087360458344,0.00005946631107774625,0.4228611111111051,0.9809999999999945
2021-01-28,288,1842.91650000,0.0001256732511858923,3.198931375200785e-8,0.00005799591874787764,0.00006767733243801471,0.00005799591874787764,0.4582569444444344,1.289999999999964
2021-01-29,288,1847.62500000,0.0001512894243789104,-8.416570253548801e-8,0.00008302465157656508,0.00006826477280234522,0.00008302465157656508,0.6341041666666550,1.153999999999996
2021-02-01,288,1854.19000000,0.0001344655903677882,2.620718184726988e-8,0.00006643070376276386,0.00006803488660502447,0.00006643070376276386,0.4590277777777653,1.003999999999905
2021-02-02,288,1840.64150000,0.0001283198567580165,-8.158444033809041e-8,0.00007808167214440310,0.00005023818461361350,0.00007808167214440310,0.4452465277777706,1.000000000000000
2021-02-03,288,1822.44350000,0.00006586464432496489,-1.844796962495499e-8,0.00003910379186275640,0.00002676085246220849,0.00003910379186275640,0.4364062499999896,1.096999999999980
2021-02-04,288,1795.37650000,0.0001503086556624860,-1.304657358704383e-7,0.00009553771431159040,0.00005477094135089547,0.00009553771431159040,0.4679444444444351,1.469999999999800
2021-02-05,288,1814.55000000,0.0001027677536221771,1.367220549800989e-7,0.00003307295015089783,0.00006969480347127923,0.00003307295015089783,0.5776458333333108,1.003999999999905
2021-02-08,288,1841.31000000,0.00006485733304477071,1.573891915973134e-8,0.00002580088365475583,0.00003905644939001483,0.00002580088365475583,0.4235208333333181,0.8599999999999000
2021-02-09,288,1844.00600000,0.00008097180215255089,-6.299756010999932e-8,0.00004643913514354700,0.00003453266700900386,0.00004643913514354700,0.4330034722222330,1.120000000000118
2021-02-10,288,1835.82850000,0.0001077021878520451,1.119200355248934e-8,0.00005528299397207003,0.00005241919387997505,0.00005528299397207003,0.4586076388888990,1.477000000000089
2021-02-11,288,1822.58850000,0.00005952692380350705,-1.740005655026818e-9,0.00003213174768488323,0.00002739517611862375,0.00003213174768488323,0.4187395833333309,0.7500000000000000
2021-02-12,288,1824.40000000,0.00007373987093347588,3.729248997193211e-8,0.00003041099554930668,0.00004332887538416919,0.00003041099554930668,0.7203923611111465,1.504000000000133
2021-02-15,288,1824.64150000,0.00002859439592479284,-1.996531734165587e-9,0.00001447439563735324,0.00001412000028743959,0.00001447439563735324,0.3884236111110929,0.6639999999999873
2021-02-16,288,1793.07350000,0.0001804394246841939,-1.303946521009508e-8,0.0001011917094110516,0.00007924771527314199,0.0001011917094110516,0.4464930555555616,1.140000000000100
2021-02-17,288,1782.83000000,0.0001132774764420384,-7.078001756984407e-9,0.00005962854284103064,0.00005364893360100783,0.00005962854284103064,0.4258124999999929,0.6969999999998890
2021-02-18,288,1767.93350000,0.0001189812096586245,-8.879886475504293e-9,0.00006341087655571514,0.00005557033310290936,0.00006341087655571514,0.4488680555555654,1.104000000000042
2021-02-19,288,1784.14000000,0.0001426536166684750,2.889500980628637e-7,0.00004681555720020286,0.00009583805946827198,0.00004681555720020286,0.7372569444444852,1.484000000000151
2021-02-22,288,1812.76500000,0.00009596720671501321,-1.083937531907592e-8,0.00004476419096743854,0.00005120301574757466,0.00004476419096743854,0.4536805555555669,1.204000000000178
2021-02-23,288,1809.29800000,0.00008891310272966834,3.413234267709986e-9,0.00004528671223870673,0.00004362639049096153,0.00004528671223870673,0.4343576388888850,0.8070000000000164
2021-02-24,288,1798.09500000,0.0001242250089781414,-1.018642725203464e-7,0.00007557958060243279,0.00004864542837570858,0.00007557958060243279,0.4568645833333325,1.279999999999973
2021-02-25,288,1768.00000000,0.0001850368121795053,4.043822314570126e-8,0.00009478547401710524,0.00009025133816239998,0.00009478547401710524,0.4657604166666560,0.7770000000000437
